ReportDate,year,genMale,genFemale,genUnkn
2020-03-04,2020,0,0,0
2020-03-05,2020,0,0,0
2020-03-06,2020,0,0,0
2020-03-07,2020,0,0,0
2020-03-08,2020,0,0,0
2020-03-09,2020,0,0,0
2020-03-10,2020,0,0,0
2020-03-11,2020,0,0,0
2020-03-12,2020,6,6,0
2020-03-13,2020,9,6,0
2020-03-14,2020,16,10,0
2020-03-15,2020,0,0,0
2020-03-16,2020,21,16,0
2020-03-17,2020,0,0,0
2020-03-18,2020,49,36,0
2020-03-19,2020,59,48,0
2020-03-20,2020,80,69,0
2020-03-21,2020,84,106,0
2020-03-22,2020,129,116,0
2020-03-23,2020,149,140,0
2020-03-24,2020,178,171,0
2020-03-25,2020,212,211,0
2020-03-26,2020,298,282,0
2020-03-27,2020,392,382,0
2020-03-28,2020,487,505,0
2020-03-29,2020,605,634,0
2020-03-30,2020,697,716,0
2020-03-31,2020,804,856,0
2020-04-01,2020,969,1016,0
2020-04-02,2020,1137,1194,0
2020-04-03,2020,1323,1435,0
2020-04-04,2020,1485,1640,0
2020-04-05,2020,1694,1915,0
2020-04-06,2020,1890,2155,0
2020-04-07,2020,2042,2329,0
2020-04-08,2020,2574,2955,0
2020-04-09,2020,2865,3320,0
2020-04-10,2020,3215,3753,0
2020-04-11,2020,3554,4140,0
2020-04-12,2020,3787,4438,0
2020-04-13,2020,4105,4831,0
2020-04-14,2020,4340,5132,0
2020-04-15,2020,4593,5439,0
2020-04-16,2020,4967,5817,0
2020-04-17,2020,5323,6249,0
2020-04-18,2020,5656,6652,0
2020-04-19,2020,5907,6923,0
2020-04-20,2020,6310,7374,0
2020-04-21,2020,6570,7623,0
2020-04-22,2020,6821,7954,0
2020-04-23,2020,7290,8447,0
2020-04-24,2020,7742,8874,0
2020-04-25,2020,8268,9498,0
2020-04-26,2020,8618,9963,0
2020-04-27,2020,9027,10460,0
2020-04-28,2020,9363,10750,0
2020-04-29,2020,9719,11130,0
2020-04-30,2020,10147,11595,0
2020-05-01,2020,10972,12500,0
2020-05-02,2020,11468,13005,0
2020-05-03,2020,11969,13493,0
2020-05-04,2020,12472,13936,0
2020-05-05,2020,12801,14316,0
2020-05-06,2020,13315,14848,0
2020-05-07,2020,13902,15472,0
2020-05-08,2020,14447,16038,0
2020-05-09,2020,14974,16560,0
2020-05-10,2020,15486,17101,0
2020-05-11,2020,15868,17505,0
2020-05-12,2020,16209,17852,0
2020-05-13,2020,16600,18212,0
2020-05-14,2020,17123,18780,0
2020-05-15,2020,17674,19312,0
2020-05-16,2020,18168,19800,0
2020-05-17,2020,18593,20211,0
2020-05-18,2020,19056,20706,0
2020-05-19,2020,19860,21686,0
2020-05-20,2020,20225,22098,0
2020-05-21,2020,20843,22688,0
2020-05-22,2020,21283,23141,0
2020-05-23,2020,21818,23677,0
2020-05-24,2020,22238,24075,0
2020-05-25,2020,22604,24548,0
2020-05-26,2020,22871,24816,0
2020-05-27,2020,23217,25206,0
2020-05-28,2020,23860,25849,0
2020-05-29,2020,24461,26527,0
2020-05-30,2020,24924,27091,0
2020-05-31,2020,25272,27506,0
2020-06-01,2020,25522,27805,0
2020-06-02,2020,25950,28225,0
2020-06-03,2020,26328,28654,0
2020-06-04,2020,26762,29096,0
2020-06-05,2020,27197,29573,0
2020-06-06,2020,27533,29949,0
2020-06-07,2020,27758,30215,0
2020-06-08,2020,27969,30435,0
2020-06-09,2020,28237,30667,0
2020-06-10,2020,28502,30963,0
2020-06-11,2020,28875,31322,0
2020-06-12,2020,29082,31531,0
2020-06-13,2020,29435,31870,0
2020-06-14,2020,29619,32082,0
2020-06-15,2020,29791,32241,0
2020-06-16,2020,29994,32415,0
2020-06-17,2020,30254,32715,0
2020-06-18,2020,30380,32849,0
2020-06-19,2020,30531,33017,0
2020-06-20,2020,30722,33234,0
2020-06-21,2020,30888,33418,0
2020-06-22,2020,31023,33580,0
2020-06-23,2020,31238,33769,0
2020-06-24,2020,31406,33931,0
2020-06-25,2020,31635,34142,0
2020-06-26,2020,31792,34323,0
2020-06-27,2020,31965,34485,0
2020-06-28,2020,32128,34649,0
2020-06-29,2020,32385,34869,0
2020-06-30,2020,32547,35012,0
2020-07-01,2020,32711,35207,0
2020-07-02,2020,32956,35467,0
2020-07-03,2020,33223,35738,0
2020-07-04,2020,33416,35925,0
2020-07-05,2020,33555,36077,0
2020-07-06,2020,33677,36227,0
2020-07-07,2020,33893,36503,0
2020-07-08,2020,34098,36763,0
2020-07-09,2020,34370,37077,0
2020-07-10,2020,34586,37324,0
2020-07-11,2020,34830,37637,0
2020-07-12,2020,35104,38005,0
2020-07-13,2020,35296,38231,0
2020-07-14,2020,35620,38640,0
2020-07-15,2020,35936,39080,0
2020-07-16,2020,36227,39437,0
2020-07-17,2020,36546,39825,0
2020-07-18,2020,36944,40262,0
2020-07-19,2020,37367,40764,0
2020-07-20,2020,37613,41072,0
2020-07-21,2020,38024,41521,0
2020-07-22,2020,38273,41899,0
2020-07-23,2020,38595,42241,0
2020-07-24,2020,39022,42744,0
2020-07-25,2020,39615,43439,0
2020-07-26,2020,39913,43835,0
2020-07-27,2020,40389,44487,0
2020-07-28,2020,40686,44838,0
2020-07-29,2020,41035,45250,0
2020-07-30,2020,41424,45753,0
2020-07-31,2020,41937,46409,0
2020-08-01,2020,42389,46976,0
2020-08-02,2020,42810,47464,0
2020-08-03,2020,43237,47907,0
2020-08-04,2020,43557,48297,0
2020-08-05,2020,43807,48619,0
2020-08-06,2020,44074,48931,0
2020-08-07,2020,44420,49386,0
2020-08-08,2020,44748,49833,0
2020-08-09,2020,45160,50343,0
2020-08-10,2020,45519,50739,0
2020-08-11,2020,45795,51048,0
2020-08-12,2020,46047,51337,0
2020-08-13,2020,46410,51750,0
2020-08-14,2020,46756,52119,0
2020-08-15,2020,47105,52588,0
2020-08-16,2020,47338,52874,0
2020-08-17,2020,47543,53172,0
2020-08-18,2020,47783,53452,0
2020-08-19,2020,47983,53666,0
2020-08-20,2020,48253,53976,0
2020-08-21,2020,48564,54335,0
2020-08-22,2020,48837,54686,0
2020-08-23,2020,49100,55002,0
2020-08-24,2020,49383,55286,0
2020-08-25,2020,49559,55487,0
2020-08-26,2020,49756,55730,0
2020-08-27,2020,50020,56043,0
2020-08-28,2020,50296,56368,0
2020-08-29,2020,50598,56696,0
2020-08-30,2020,50812,56979,0
2020-08-31,2020,51012,57237,0
2020-09-01,2020,51284,57579,0
2020-09-02,2020,51509,57810,0
2020-09-03,2020,51827,58185,0
2020-09-04,2020,52194,58637,0
2020-09-05,2020,52550,59057,0
2020-09-06,2020,52770,59349,0
2020-09-07,2020,53127,59756,0
2020-09-08,2020,53327,59912,0
2020-09-09,2020,53485,60090,0
2020-09-10,2020,53719,60359,0
2020-09-11,2020,54036,60688,0
2020-09-12,2020,54436,61097,0
2020-09-13,2020,54725,61385,0
2020-09-14,2020,54989,61657,0
2020-09-15,2020,55280,61965,0
2020-09-16,2020,55598,62290,0
2020-09-17,2020,55863,62656,0
2020-09-18,2020,56109,62953,0
2020-09-19,2020,56442,63302,0
2020-09-20,2020,56622,63534,0
2020-09-21,2020,56833,63735,0
2020-09-22,2020,57011,63901,0
2020-09-23,2020,57197,64100,0
2020-09-24,2020,57445,64355,0
2020-09-25,2020,57702,64657,0
2020-09-26,2020,58007,64965,0
2020-09-27,2020,58211,65192,0
2020-09-28,2020,58447,65433,0
2020-09-29,2020,58649,65662,0
2020-09-30,2020,58832,65893,0
2020-10-01,2020,59281,66229,0
2020-10-02,2020,59637,66585,0
2020-10-03,2020,59915,66904,0
